UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,59.73,7926.89,54.47,0.01,4.10,651
UE2,60.00,3794.78,53.92,5.78,3.21,9
UE3,44.63,3338.77,6.30,0.00,3.12,304
UE4,60.17,884.37,47.82,0.50,2.92,6
UE5,29.71,2385.16,13.32,0.00,2.36,118
UE6,23.47,2219.63,25.38,0.00,1.87,188
UE7,44.68,3984.43,16.41,0.00,3.19,317
UE8,59.90,7809.32,58.50,0.07,4.09,269
OVERALL,47.79,4042.92,34.52,0.79,3.11,1862
