UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,40.59,3267.84,6.42,0.00,2.47,244
UE2,59.92,4317.20,7.33,0.00,3.38,244
UE3,59.89,4337.31,12.37,0.00,3.38,244
UE4,36.72,3373.17,24.51,0.00,2.31,244
UE5,59.86,4323.88,12.80,0.00,3.38,244
UE6,59.85,4319.36,13.24,0.00,3.37,244
OVERALL,52.81,3989.79,12.78,0.00,3.05,1464
