UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge3,411.54,3012.93,0.00,142
UE2,edge3,140.02,6500.57,0.00,294
UE3,edge3,85.62,6782.41,0.00,370
UE4,edge3,181.73,3022.31,0.00,33
UE5,edge3,83.39,6656.63,0.00,396
UE6,edge3,82.29,5898.33,0.00,87
UE7,edge3,68.73,8236.35,0.00,127
UE8,edge3,108.06,6120.76,0.00,5
UE9,edge3,64.99,9696.24,0.00,141
UE10,edge3,62.35,8555.52,0.00,221
UE11,edge3,75.86,9343.18,0.00,2
UE12,edge3,67.53,8165.44,0.00,39
UE13,edge3,95.84,6424.83,0.00,409
UE14,edge3,50.92,10077.90,0.00,130
UE15,edge3,50.72,10763.39,0.00,100
UE16,edge3,78.69,6848.21,0.00,346
UE17,edge3,58.81,8857.14,0.00,223
UE18,edge3,127.64,6132.84,0.00,418
UE19,edge3,45.10,14168.86,0.00,37
UE20,edge3,52.23,11734.72,0.00,11
UE21,edge3,50.53,9711.87,0.00,118
UE22,edge3,533.44,3662.54,0.00,714
UE23,edge3,42.25,11896.50,0.00,1
UE24,edge3,66.08,8187.47,0.00,214
UE25,edge3,38.16,24969.47,0.00,10
UE26,edge3,94.71,6536.37,0.00,369
UE27,edge3,40.87,13490.16,0.00,63
UE28,edge3,46.46,12248.55,0.00,6
UE29,edge3,89.72,6475.50,0.00,352
UE30,edge3,46.37,13839.27,0.00,54
OVERALL,,153.27,6900.14,0.00,5432
