UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,58.09,8567.28,103.02,0.08,4.04,648
UE2,60.50,711.90,64.97,-0.67,2.81,6
UE3,59.95,7910.51,48.92,0.02,4.12,301
UE4,60.50,554.54,15.43,0.00,2.73,4
UE5,59.97,7851.06,13.27,-0.02,4.11,116
UE6,59.98,8413.06,50.85,0.05,4.14,185
UE7,59.96,7185.74,16.12,-0.00,4.08,315
UE8,59.73,8458.63,103.92,0.16,4.07,267
OVERALL,59.83,6206.59,52.06,-0.05,3.76,1842
