UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,59.44,4346.98,6.61,0.00,3.82,243
UE2,48.39,3584.84,8.68,0.00,3.27,242
UE3,58.24,4318.08,9.88,0.00,3.80,242
UE4,46.75,3961.21,14.55,0.00,3.24,241
UE5,58.97,4319.58,12.51,0.03,3.80,242
UE6,58.88,4326.53,13.13,0.00,3.79,241
UE7,45.49,3795.30,19.37,0.00,3.10,238
OVERALL,53.76,4094.01,12.08,0.00,3.55,1689
