UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge1,11356.76,39.18,0.00,288
UE2,edge2,6985.05,72.66,0.00,294
UE3,edge3,954.70,513.97,0.00,370
UE4,edge1,12303.08,41.29,0.00,33
UE5,edge1,10938.10,41.57,0.00,396
UE6,edge1,7179.25,70.38,0.00,484
UE7,edge1,9095.60,54.22,0.00,127
UE8,edge1,14385.15,41.98,0.00,5
UE9,edge1,7658.95,74.34,0.00,141
UE10,edge2,7391.22,68.13,0.00,221
UE11,edge1,12844.46,48.21,0.00,2
UE12,edge1,7365.28,71.17,0.00,401
UE13,edge1,7046.44,76.69,0.00,409
UE14,edge1,6245.25,84.76,0.00,130
UE15,edge2,6756.50,85.87,0.00,268
UE16,edge1,5803.51,86.85,0.00,346
UE17,edge1,7150.65,74.61,0.00,223
UE18,edge2,6675.28,73.98,0.00,418
UE19,edge2,7720.46,75.57,0.00,37
UE20,edge1,8461.36,62.31,0.00,597
UE21,edge1,9779.80,51.07,0.00,118
UE22,edge3,969.11,523.50,0.00,714
UE23,edge2,6726.01,81.74,0.00,812
UE24,edge1,7881.31,70.16,0.00,214
UE25,edge1,6319.94,92.12,0.00,158
UE26,edge1,7258.02,81.06,0.00,369
UE27,edge1,6301.94,92.51,0.00,65
UE28,edge1,10789.62,39.53,0.00,93
UE29,edge1,8838.81,55.14,0.00,352
UE30,edge1,4231.02,128.14,0.00,68
OVERALL,,7780.42,99.09,0.00,8153
