UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge3,370.21,2584.14,0.00,213
UE2,edge2,3244.27,148.17,0.00,153
UE3,edge1,1728.03,260.69,0.00,227
UE4,edge3,212.69,3699.42,0.00,229
UE5,edge2,3693.75,137.55,0.00,56
UE6,edge1,1647.25,274.42,0.00,126
UE7,edge3,204.87,2754.15,0.00,797
UE8,edge2,2643.25,170.12,0.00,102
UE9,edge1,1972.38,235.97,0.00,279
UE10,edge3,93.77,4967.01,0.00,96
UE11,edge2,2509.23,199.53,0.00,191
UE12,edge1,1931.40,250.92,0.00,65
UE13,edge3,127.86,4357.16,0.00,271
UE14,edge2,2364.43,205.75,0.00,140
UE15,edge1,2003.53,232.42,0.00,959
UE16,edge3,80.64,7309.37,0.00,79
UE17,edge2,2943.17,155.15,0.00,219
UE18,edge1,2104.15,229.23,0.00,151
UE19,edge3,74.57,6776.92,0.00,99
UE20,edge2,2122.18,213.90,0.00,113
UE21,edge1,1730.19,264.90,0.00,375
UE22,edge3,75.69,6551.25,0.00,111
UE23,edge2,3476.66,141.44,0.00,65
UE24,edge1,2004.33,241.29,0.00,82
UE25,edge3,98.03,5326.83,0.00,139
UE26,edge2,3424.42,139.68,0.00,315
UE27,edge1,2014.24,234.47,0.00,415
UE28,edge3,263.62,2272.51,0.00,904
UE29,edge2,2660.74,221.98,0.00,34
UE30,edge1,1814.96,260.45,0.00,269
UE31,edge3,167.14,3311.48,0.00,360
UE32,edge2,2783.10,187.64,0.00,33
UE33,edge1,1910.88,249.32,0.00,281
UE34,edge3,486.34,1673.40,0.00,1252
OVERALL,,1263.17,1558.42,0.00,9200
