UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,30.89,4351.04,33.13,0.01,2.59,682
UE2,27.37,3632.01,42.50,0.00,2.38,577
UE3,6.57,1264.35,49.91,0.00,1.03,212
UE4,7.31,607.41,54.18,0.00,1.00,78
UE5,9.96,1224.83,52.85,0.00,1.15,99
OVERALL,16.42,2215.93,46.51,0.00,1.63,1648
