UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,48.43,3767.01,6.86,0.00,3.41,648
UE2,55.00,1206.96,8.22,0.00,2.86,9
UE3,36.20,2866.91,14.66,0.00,2.89,304
UE4,60.33,520.96,10.76,0.00,2.71,6
UE5,59.97,4674.54,7.67,0.00,3.87,118
UE6,59.99,4590.93,9.80,0.00,3.87,188
UE7,59.95,4270.71,7.97,0.00,3.81,317
UE8,59.97,4260.52,8.96,0.00,3.82,269
OVERALL,54.98,3269.82,9.36,0.00,3.41,1859
