UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,54.88,3941.54,3.84,0.00,3.63,651
UE2,59.78,3883.29,49.63,8.56,3.20,9
UE3,59.70,8628.63,115.86,0.04,4.08,304
UE4,52.67,573.77,13.80,0.00,2.56,6
UE5,58.62,8634.37,56.84,0.21,4.10,118
UE6,59.79,9148.97,115.00,0.15,4.10,188
UE7,48.23,4006.31,13.36,0.00,3.35,316
UE8,59.91,7822.08,48.51,0.07,4.10,269
OVERALL,56.70,5829.87,52.11,1.13,3.64,1861
