UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,30.25,2595.56,19.65,0.00,2.39,680
UE2,21.01,2154.85,31.80,0.00,1.81,575
UE3,9.18,784.09,37.81,0.00,1.06,210
UE4,7.08,339.60,43.43,0.00,1.00,78
UE5,8.85,754.40,37.71,0.00,1.02,99
OVERALL,15.27,1325.70,34.08,0.00,1.46,1642
