UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,52.39,4038.98,8.94,0.00,3.53,681
UE2,59.95,4251.25,7.31,0.00,3.83,577
UE3,32.00,2673.75,16.30,0.00,2.69,212
UE4,59.96,4548.60,9.91,0.00,3.83,78
UE5,59.97,4721.89,8.71,0.00,3.87,99
OVERALL,53.23,4002.80,9.35,0.00,3.55,1647
