UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,58.47,8609.83,103.56,0.09,4.04,646
UE2,60.17,839.71,34.63,0.33,2.93,6
UE3,59.11,7940.83,60.19,0.11,4.09,302
UE4,61.00,511.21,13.08,-1.00,2.72,3
UE5,59.98,7849.90,16.56,0.01,4.12,115
UE6,59.16,8405.61,64.69,0.11,4.11,185
UE7,59.29,8493.73,110.90,0.43,4.05,313
UE8,59.20,7044.05,20.57,-0.00,4.05,266
UE9,59.91,7852.55,57.45,0.03,4.10,535
OVERALL,59.59,6394.16,53.51,0.01,3.80,2371
