UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,45.01,3484.47,5.35,0.07,2.74,244
UE2,36.36,2979.73,10.81,0.02,2.30,244
UE3,36.52,3287.89,20.99,0.01,2.31,244
UE4,34.58,3308.70,25.48,0.00,2.15,235
UE5,59.96,4317.02,8.98,0.09,3.37,244
UE6,42.51,3829.31,18.86,0.00,2.61,242
OVERALL,42.54,3535.51,15.01,0.03,2.58,1453
