UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge3,1105.42,507.43,0.00,288
UE2,edge2,2102.29,242.30,0.00,294
UE3,edge1,1915.48,242.56,0.00,370
UE4,edge2,2632.11,210.35,0.00,33
UE5,edge1,1656.73,276.79,0.00,396
UE6,edge2,2232.85,314.97,0.00,484
UE7,edge2,2077.11,224.47,0.00,127
UE8,edge2,1824.09,329.87,0.00,5
UE9,edge2,1482.17,324.64,0.00,141
UE10,edge1,1803.49,252.12,0.00,221
UE11,edge1,2012.50,351.21,0.00,2
UE12,edge2,1717.08,350.61,0.00,401
UE13,edge2,1413.08,387.41,0.00,409
UE14,edge2,1020.09,488.99,0.00,130
UE15,edge2,1343.96,455.63,0.00,268
UE16,edge2,1808.10,384.51,0.00,346
UE17,edge1,1571.01,342.76,0.00,223
UE18,edge1,1514.49,325.94,0.00,418
UE19,edge1,1625.80,352.08,0.00,37
UE20,edge1,1518.62,314.25,0.00,597
UE21,edge1,1771.01,291.77,0.00,118
UE22,edge1,1666.17,287.31,0.00,714
UE23,edge1,1584.20,303.67,0.00,812
UE24,edge1,1165.57,432.09,0.00,214
UE25,edge1,1139.90,443.67,0.00,158
UE26,edge2,2540.54,243.11,0.00,369
UE27,edge1,1325.21,440.73,0.00,65
UE28,edge1,1088.70,438.53,0.00,93
UE29,edge1,1398.98,338.81,0.00,352
UE30,edge1,1277.50,396.67,0.00,68
OVERALL,,1644.48,343.17,0.00,8153
