UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge1,5985.26,93.24,0.00,213
UE2,edge1,7655.71,69.70,0.00,153
UE3,edge3,416.09,1381.61,0.00,227
UE4,edge3,288.16,1940.79,0.00,229
UE5,edge3,212.27,2356.50,0.00,56
UE6,edge2,7213.45,70.73,0.00,126
UE7,edge2,7207.00,73.41,0.00,797
UE8,edge1,4619.28,108.57,0.00,102
UE9,edge1,5014.23,118.18,0.00,279
UE10,edge1,4749.06,124.23,0.00,96
UE11,edge2,7193.05,76.68,0.00,191
UE12,edge1,8681.51,59.91,0.00,65
UE13,edge1,6523.92,80.32,0.00,271
UE14,edge1,6280.23,83.42,0.00,140
UE15,edge1,6315.49,82.72,0.00,959
UE16,edge2,7568.33,66.99,0.00,79
UE17,edge2,7713.37,65.72,0.00,219
UE18,edge1,4648.46,122.46,0.00,151
UE19,edge1,5123.24,113.76,0.00,99
UE20,edge2,4510.21,140.68,0.00,113
UE21,edge3,244.54,2093.99,0.00,375
UE22,edge3,150.43,3189.32,0.00,111
UE23,edge3,140.04,3673.90,0.00,65
UE24,edge1,6002.14,93.02,0.00,82
UE25,edge1,6186.94,86.12,0.00,139
UE26,edge3,232.87,2228.96,0.00,315
UE27,edge3,436.95,1721.07,0.00,415
UE28,edge2,6480.92,86.96,0.00,904
UE29,edge2,5589.88,118.99,0.00,34
UE30,edge1,5674.05,99.24,0.00,269
UE31,edge1,6687.38,72.58,0.00,360
UE32,edge3,141.65,4226.01,0.00,33
UE33,edge2,4270.68,135.37,0.00,281
UE34,edge1,6203.08,84.20,0.00,1252
OVERALL,,5100.35,486.20,0.00,9200
