UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,59.55,8484.60,102.25,0.05,4.08,680
UE2,59.90,7716.87,53.45,0.02,4.09,573
UE3,59.90,7863.70,62.40,0.04,4.07,210
UE4,59.97,7804.04,16.74,-0.01,4.09,76
UE5,59.99,8151.75,17.21,0.04,4.12,96
OVERALL,59.86,8004.19,50.41,0.03,4.09,1635
