UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge1,11614.60,40.25,0.00,240
UE2,edge2,8332.70,61.15,0.00,240
UE3,edge3,2551.78,192.81,0.00,240
UE4,edge1,6452.55,116.65,0.00,240
UE5,edge1,3694.97,175.72,0.00,240
UE6,edge1,4304.49,163.42,0.00,240
UE7,edge1,5273.60,142.60,0.00,240
UE8,edge2,7437.64,76.58,0.00,240
UE9,edge2,4416.54,191.18,0.00,240
UE10,edge1,7416.75,116.77,0.00,240
UE11,edge1,2548.97,206.72,0.00,240
UE12,edge1,9927.16,53.12,0.00,240
UE13,edge1,5653.50,133.15,0.00,231
UE14,edge2,4568.23,143.55,0.00,218
UE15,edge2,3500.98,163.68,0.00,206
UE16,edge1,6952.23,76.35,0.00,194
UE17,edge1,12093.31,38.56,0.00,182
UE18,edge1,2601.71,214.22,0.00,171
OVERALL,,6068.32,128.15,0.00,4082
