UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge3,501.50,2009.29,0.00,213
UE2,edge2,7719.51,65.71,0.00,153
UE3,edge1,7152.77,72.12,0.00,227
UE4,edge3,228.10,3451.48,0.00,229
UE5,edge2,8934.99,57.11,0.00,56
UE6,edge1,7287.88,71.85,0.00,126
UE7,edge3,215.23,2580.64,0.00,797
UE8,edge2,7513.78,67.34,0.00,102
UE9,edge1,7291.16,72.48,0.00,279
UE10,edge3,98.68,5333.01,0.00,96
UE11,edge2,4411.30,152.56,0.00,191
UE12,edge1,6726.72,86.94,0.00,65
UE13,edge3,119.45,4277.16,0.00,271
UE14,edge2,7667.76,70.39,0.00,140
UE15,edge1,7060.75,73.20,0.00,959
UE16,edge3,85.41,5921.34,0.00,79
UE17,edge2,6104.53,97.62,0.00,219
UE18,edge1,6557.77,85.29,0.00,151
UE19,edge3,78.55,6047.92,0.00,99
UE20,edge2,4758.71,142.70,0.00,113
UE21,edge1,7399.84,66.90,0.00,375
UE22,edge3,89.31,5645.34,0.00,111
UE23,edge2,8424.21,62.59,0.00,65
UE24,edge1,6931.36,74.57,0.00,82
UE25,edge3,98.62,5087.62,0.00,139
UE26,edge2,7021.27,81.31,0.00,315
UE27,edge1,5528.37,103.34,0.00,415
UE28,edge3,295.38,2111.04,0.00,904
UE29,edge2,7638.01,74.59,0.00,34
UE30,edge1,6739.40,75.97,0.00,269
UE31,edge3,165.33,3233.15,0.00,360
UE32,edge2,8955.74,66.29,0.00,33
UE33,edge1,4476.83,120.98,0.00,281
UE34,edge3,588.46,1531.64,0.00,1252
OVERALL,,3533.72,1383.74,0.00,9200
