UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,59.96,4293.23,5.86,0.00,3.84,680
UE2,60.00,4295.01,6.58,0.00,3.85,575
UE3,59.97,4335.08,6.96,0.00,3.84,209
UE4,59.87,4576.90,9.70,0.00,3.83,75
UE5,59.94,4813.00,8.34,0.00,3.87,96
OVERALL,59.95,4462.64,7.49,0.00,3.85,1635
