UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE2,60.00,2333.01,7.22,0.00,3.02,9
UE3,45.53,3398.95,5.79,0.00,3.11,304
UE4,53.67,792.36,13.75,0.00,2.73,6
UE5,32.37,2553.39,11.14,0.00,2.48,118
UE6,15.20,1391.98,25.86,0.00,1.32,188
UE7,33.01,2845.04,22.53,0.00,2.47,317
UE8,30.85,2443.22,27.02,0.00,2.34,269
OVERALL,33.15,2626.86,18.57,0.00,2.50,1211
