UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,58.14,7044.23,16.29,0.00,4.00,682
UE2,59.81,7801.51,56.58,0.02,4.10,577
UE3,59.51,8565.62,116.82,0.03,4.05,212
UE4,32.49,4526.45,25.20,0.00,2.89,78
UE5,59.90,8730.82,57.40,0.14,4.12,99
OVERALL,57.79,7487.23,46.22,0.02,3.83,1648
