UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge3,518.74,3404.85,0.00,240
UE2,edge3,464.38,3840.02,0.00,240
UE3,edge3,297.09,4109.98,0.00,240
UE4,edge3,285.85,2592.79,0.00,76
UE5,edge3,111.50,4651.26,0.00,240
UE6,edge3,118.78,4387.09,0.00,240
UE7,edge3,111.70,4616.30,0.00,240
UE8,edge3,111.26,4599.99,0.00,240
UE9,edge3,105.05,5369.65,0.00,71
UE10,edge3,111.81,4574.11,0.00,240
UE11,edge3,111.73,4701.63,0.00,240
UE12,edge3,111.83,4475.32,0.00,240
UE13,edge3,113.14,4369.16,0.00,240
UE14,edge3,159.91,4598.43,0.00,240
UE15,edge3,115.67,4495.79,0.00,240
UE16,edge3,169.32,4489.23,0.00,240
UE17,edge3,117.44,4439.09,0.00,240
UE18,edge3,230.69,4407.43,0.00,240
OVERALL,,186.40,4368.35,0.00,3987
