UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge1,9287.90,55.16,0.00,60
UE2,edge1,5453.19,89.59,0.00,60
UE3,edge1,6129.21,77.53,0.00,60
UE4,edge1,11683.83,42.44,0.00,60
UE5,edge1,7854.55,63.08,0.00,60
OVERALL,,8081.74,65.56,0.00,300
