UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,59.91,4308.73,4.99,0.00,3.83,648
UE2,60.40,532.54,5.94,0.00,2.74,5
UE3,59.84,4310.88,4.83,0.00,3.85,301
UE4,61.33,444.51,4.63,0.00,2.67,3
UE5,60.00,4644.40,6.85,0.00,3.87,115
UE6,59.97,4563.69,6.93,0.00,3.87,184
UE7,59.89,4290.79,7.44,0.00,3.83,314
UE8,59.87,4261.31,8.02,0.00,3.83,267
OVERALL,60.15,3419.61,6.20,0.00,3.56,1837
