UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,57.41,4243.40,6.21,0.00,3.75,682
UE2,59.94,7712.15,51.48,0.02,4.10,577
UE3,59.69,8563.84,103.83,2.31,4.07,212
UE4,33.45,2703.48,14.86,0.00,2.69,78
UE5,59.96,8722.45,62.17,0.05,4.12,99
OVERALL,54.09,6389.06,47.71,0.47,3.75,1648
