UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge3,1218.13,444.69,0.00,288
UE2,edge2,6585.91,86.99,0.00,294
UE3,edge1,6863.13,75.80,0.00,370
UE4,edge2,3593.51,179.76,0.00,33
UE5,edge1,6394.73,88.79,0.00,396
UE6,edge1,4930.54,114.80,0.00,484
UE7,edge1,4118.33,135.50,0.00,127
UE8,edge2,5614.43,129.05,0.00,5
UE9,edge1,4396.93,132.65,0.00,141
UE10,edge1,6089.08,89.92,0.00,221
UE11,edge2,10079.30,61.42,0.00,2
UE12,edge2,6126.35,91.23,0.00,401
UE13,edge2,5225.55,122.45,0.00,409
UE14,edge1,6639.25,73.01,0.00,130
UE15,edge2,5194.74,119.42,0.00,268
UE16,edge1,4181.98,137.66,0.00,340
UE17,edge1,3933.47,157.23,0.00,223
UE18,edge1,4045.65,148.11,0.00,313
UE19,edge1,8755.47,62.34,0.00,37
UE20,edge2,6487.34,91.95,0.00,597
UE21,edge2,6166.31,103.96,0.00,118
UE22,edge1,4423.03,130.13,0.00,236
UE23,edge1,5005.49,123.65,0.00,225
UE24,edge1,5161.98,115.30,0.00,214
UE25,edge1,4740.02,123.31,0.00,158
UE26,edge1,6263.88,92.37,0.00,193
UE27,edge1,2391.27,219.48,0.00,65
UE28,edge2,2826.00,186.01,0.00,93
UE29,edge1,3775.99,161.55,0.00,158
UE30,edge1,3458.19,170.21,0.00,68
OVERALL,,5179.70,128.64,0.00,6607
