UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,37.38,5144.80,18.51,-0.01,3.03,240
UE2,57.78,7958.28,58.90,0.09,4.03,240
UE3,58.45,8624.47,123.60,0.09,4.03,244
UE4,36.23,4965.96,29.33,0.00,2.93,240
UE5,59.13,7935.14,66.04,0.03,4.07,244
UE6,59.01,8634.90,113.54,0.14,4.05,243
OVERALL,51.39,7219.43,68.56,0.06,3.69,1451
