UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,31.18,4216.54,18.80,-0.01,2.54,244
UE2,59.93,7944.49,59.57,-0.00,4.10,244
UE3,59.83,8605.57,107.04,0.11,4.08,244
UE4,13.07,2018.94,39.67,0.03,1.42,243
UE5,11.44,1832.58,47.09,0.02,1.27,244
UE6,11.91,2252.33,50.30,0.01,1.38,242
UE7,23.58,3717.41,51.05,0.00,2.10,211
OVERALL,30.29,4386.51,53.42,0.02,2.41,1672
