UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,57.41,8662.97,108.17,0.14,4.02,242
UE2,56.10,6931.81,14.99,0.00,3.97,242
UE3,56.02,7936.90,52.87,0.05,4.00,242
UE4,54.79,7953.85,59.18,0.06,3.96,241
UE5,55.54,8644.70,105.06,0.16,3.97,241
UE6,55.47,8626.59,113.38,0.10,3.96,241
OVERALL,55.89,8125.55,75.57,0.09,3.98,1449
