UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,59.80,8513.09,101.41,0.04,4.09,682
UE2,59.89,7785.79,52.69,0.03,4.10,577
UE3,54.65,4143.19,5.50,0.00,3.67,212
UE4,59.60,9077.91,93.19,0.18,4.07,78
UE5,46.32,4468.30,12.64,0.00,3.35,99
OVERALL,58.35,7480.05,66.29,0.03,3.86,1648
