UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,58.48,8578.85,102.94,0.06,4.05,649
UE2,59.71,962.20,53.92,-0.43,2.96,7
UE3,59.87,7905.41,55.00,0.06,4.11,301
UE4,60.67,442.95,5.30,0.00,2.65,3
UE5,60.00,4627.08,4.77,0.00,3.87,114
UE6,59.84,8414.89,57.57,0.11,4.13,185
UE7,59.98,4293.51,5.95,0.00,3.83,314
UE8,59.98,7723.87,58.96,0.09,4.08,266
OVERALL,59.42,7309.53,61.18,0.06,3.71,1839
