UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge3,1038.23,490.73,0.00,240
UE2,edge2,2407.17,216.41,0.00,240
UE3,edge1,1654.37,269.96,0.00,240
UE4,edge2,1967.87,258.60,0.00,240
UE5,edge2,1968.89,236.25,0.00,240
UE6,edge1,1992.60,230.36,0.00,240
UE7,edge2,2821.00,163.36,0.00,240
UE8,edge1,1602.52,282.33,0.00,240
UE9,edge2,2898.08,171.27,0.00,240
UE10,edge2,2140.50,230.91,0.00,240
UE11,edge2,3401.47,135.53,0.00,240
OVERALL,,2172.07,244.15,0.00,2640
