UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge1,10602.46,46.54,0.00,60
UE2,edge1,6462.09,82.37,0.00,60
UE3,edge1,4971.27,103.92,0.00,60
UE4,edge1,5607.69,92.45,0.00,60
UE5,edge1,6747.99,75.26,0.00,60
UE6,edge1,5955.63,90.19,0.00,60
OVERALL,,6724.52,81.79,0.00,360
