UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,31.50,4665.18,60.74,0.07,2.65,242
UE2,28.37,4932.31,69.96,-0.00,2.51,242
UE3,34.50,6057.43,73.14,-0.06,2.48,231
UE4,59.72,8614.33,94.23,0.10,4.09,244
UE5,35.20,4779.80,24.15,0.00,3.05,244
UE6,39.70,5349.84,27.06,0.01,3.15,243
OVERALL,38.22,5733.08,58.08,0.02,2.99,1446
