UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,59.28,4304.30,7.01,0.00,3.34,474
UE2,58.57,4289.04,7.49,0.00,3.34,424
UE3,48.06,3776.95,9.83,0.00,2.87,392
UE4,57.22,4352.69,10.79,0.00,3.30,362
UE5,58.45,4426.15,13.14,0.00,3.33,327
UE6,58.16,4389.89,13.51,0.00,3.31,291
UE7,35.76,3555.11,21.91,0.00,2.21,228
OVERALL,54.71,4183.51,11.00,0.00,3.10,2498
