UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,22.04,3061.05,26.28,-0.01,2.02,200
UE2,16.18,2297.76,32.59,-0.02,1.68,169
UE3,10.44,1485.61,43.29,-0.01,1.18,140
UE4,7.33,855.02,38.07,0.00,1.02,110
UE5,4.82,46.72,44.10,0.00,1.00,74
UE6,3.78,23.52,53.84,-0.05,1.00,37
UE7,2.00,13.88,50.24,0.00,1.00,8
OVERALL,13.44,1771.01,36.14,-0.01,1.27,738
