UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,34.63,4360.62,18.60,-0.00,2.70,651
UE2,57.11,2082.25,13.45,-0.11,2.80,9
UE3,24.00,3330.28,30.83,0.00,2.16,304
UE4,17.17,142.82,32.10,0.00,1.00,6
UE5,11.52,1319.63,42.88,-0.01,1.13,118
UE6,7.59,1059.27,55.61,-0.01,1.02,188
UE7,29.54,4300.01,48.30,0.07,2.43,315
UE8,26.91,3861.46,44.29,-0.01,2.40,267
OVERALL,26.77,3558.20,34.63,0.01,1.95,1858
