UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,44.61,6027.82,52.58,-0.01,3.25,645
UE2,60.22,3096.33,95.01,15.33,3.15,9
UE3,49.91,6576.15,57.05,0.00,3.55,303
UE4,60.17,595.67,3.05,0.00,2.81,6
UE5,59.85,9327.39,102.03,0.72,4.11,118
UE6,59.97,4572.32,6.23,0.00,3.88,188
UE7,18.40,2935.80,71.96,0.07,1.73,291
UE8,14.31,2314.08,78.34,-0.01,1.60,261
UE9,56.12,7400.92,74.61,0.13,3.59,502
OVERALL,47.06,4760.72,60.10,1.80,3.07,2323
