UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,29.21,2629.11,21.00,0.00,2.30,676
UE2,21.00,2179.52,32.72,0.00,1.82,560
UE3,9.10,790.41,37.53,0.00,1.07,212
UE4,7.05,335.97,53.62,0.00,1.00,78
UE5,9.34,796.26,45.76,0.00,1.05,99
OVERALL,15.14,1346.26,38.13,0.00,1.45,1625
