bitrate,packetlost,rtt,server
8400.272259642776,0,59.84091758728027,edge1
23037.915847844564,0,31.131982803344727,edge1
7772.520358194248,0,30.969619750976562,edge1
10283.862495455116,0,81.7568302154541,edge1
16124.571452396378,0,33.12063217163086,edge1
12995.839424971236,0,34.81483459472656,edge1
4121.904355957097,0,79.37884330749512,edge1
27390.27625176577,0,39.59536552429199,edge1
6491.144639614303,0,73.58455657958984,edge1
14879.198063033506,0,30.667781829833984,edge1
21485.8615002697,0,30.940532684326172,edge1
17215.23589209567,0,57.6777458190918,edge1
8585.47411372834,0,43.94865036010742,edge1
8316.107412293439,0,48.27547073364258,edge1
10194.599693652137,0,57.784318923950195,edge1
5036.926555275459,0,37.64200210571289,edge1
17716.91945261814,0,39.60824012756348,edge1
1482.502952826935,0,225.3432273864746,edge1
1849.0522163550174,0,126.08838081359863,edge1
15574.062509094967,0,34.183502197265625,edge1
5171.296702400481,0,96.07338905334473,edge1
4470.975738776742,0,101.11260414123535,edge1
5030.812330871122,0,87.56756782531738,edge1
13525.889090543133,0,38.14196586608887,edge1
3639.3196909933968,0,88.74845504760742,edge1
2570.9241871489494,0,98.0534553527832,edge1
3365.8177491012125,0,175.27508735656738,edge1
10361.442102236195,0,33.59532356262207,edge1
1394.644396927857,0,174.33547973632812,edge1
11183.130561218939,0,84.1217041015625,edge1
1467.2351552154933,0,159.35277938842773,edge1
10513.6900063041,0,81.61473274230957,edge1
6526.772534427702,0,77.4998664855957,edge1
5218.3279843649,0,62.703609466552734,edge1
7653.529469051849,0,67.21186637878418,edge1
3611.509745352703,0,138.76080513000488,edge1
3163.8443060752516,0,133.1949234008789,edge1
4127.8395594505755,0,135.99753379821777,edge1
12105.596350213906,0,34.60812568664551,edge1
7340.13117904848,0,45.37248611450195,edge1
3310.06966057068,0,116.06764793395996,edge1
12000.044551493938,0,32.285213470458984,edge1
10096.01306575194,0,39.61801528930664,edge1
13298.660336694316,0,36.272525787353516,edge1
6151.167123394888,0,35.09187698364258,edge1
11366.676392545123,0,38.915157318115234,edge1
8500.087938266524,0,33.028364181518555,edge1
6782.763817222596,0,38.9552116394043,edge1
20408.694432728862,0,37.69373893737793,edge1
6998.646291095653,0,68.96305084228516,edge1
19546.816631676465,0,46.83852195739746,edge1
21484.89364754848,0,34.140825271606445,edge1
11764.194777947125,0,37.07385063171387,edge1
7848.204250837995,0,46.80204391479492,edge1
6934.515585160942,0,41.37563705444336,edge1
5864.450379649703,0,30.573368072509766,edge1
13227.310444790997,0,40.51375389099121,edge1
10955.794895612466,0,35.712242126464844,edge1
9931.375158885223,0,29.189109802246094,edge1
9061.592977634044,0,29.78372573852539,edge1
7326.298756906927,0,29.43587303161621,edge1
4962.373360308013,0,30.40480613708496,edge1
6612.996408691794,0,43.526411056518555,edge1
24464.649519572147,0,37.98198699951172,edge1
9565.291766957536,0,30.24601936340332,edge1
7081.389099571708,0,37.63103485107422,edge1
6628.604226142583,0,33.54310989379883,edge1
12191.224126200912,0,34.867048263549805,edge1
11309.980700692378,0,36.707401275634766,edge1
13910.245899699012,0,39.368391036987305,edge1
11370.261065210754,0,39.04008865356445,edge1
14951.468335840193,0,30.148744583129883,edge1
13088.762344338817,0,39.023399353027344,edge1
11584.73961555137,0,28.48505973815918,edge1
7579.028714736346,0,29.855012893676758,edge1
17143.368606536027,0,31.66985511779785,edge1
4982.137422722131,0,36.88216209411621,edge1
8525.644770128354,0,40.86494445800781,edge1
8531.322405966837,0,30.942916870117188,edge1
11406.263691128685,0,40.941715240478516,edge1
8775.11994675746,0,34.032583236694336,edge1
7848.318235085994,0,37.33181953430176,edge1
10565.849592655877,0,37.81390190124512,edge1
9368.42610773691,0,31.003713607788086,edge1
8284.370895389307,0,32.67550468444824,edge1
3061.552612179928,0,24.264812469482422,edge1
7774.66919588034,0,38.82145881652832,edge1
10214.910769204585,0,44.829368591308594,edge1
11607.253130611145,0,33.620357513427734,edge1
6267.5900008956305,0,33.54144096374512,edge1
7552.817113580166,0,28.92589569091797,edge1
17559.0744925016,0,37.5669002532959,edge1
7742.091338230928,0,37.74380683898926,edge1
15396.059984221614,0,39.95203971862793,edge1
8035.906350304993,0,30.643463134765625,edge1
11797.819441959946,0,34.10935401916504,edge1
12480.089972608688,0,39.53433036804199,edge1
7824.060607852865,0,34.119367599487305,edge1
13911.162784168453,0,39.13116455078125,edge1
3491.9243441056374,0,44.95859146118164,edge1
13649.452322557097,0,43.11323165893555,edge1
10369.879962937737,0,38.85483741760254,edge1
16988.982370351678,0,43.46299171447754,edge1
9296.573008031739,0,36.897897720336914,edge1
3824.7609297375134,0,30.464649200439453,edge1
8623.689639302784,0,43.34664344787598,edge1
8809.54288208807,0,49.983978271484375,edge1
8269.49662003099,0,33.850669860839844,edge1
22610.81927939732,0,57.78932571411133,edge1
7446.277566971321,0,48.4161376953125,edge1
9702.934060986268,0,39.82877731323242,edge1
7236.53986935174,0,40.205955505371094,edge1
9900.137427569809,0,33.39266777038574,edge1
20905.065822165176,0,35.10689735412598,edge1
7957.314166261017,0,31.542301177978516,edge1
12407.680235079562,0,37.12797164916992,edge1
13355.118905002373,0,51.27382278442383,edge1
16757.89171513844,0,37.465810775756836,edge1
10043.66698668269,0,41.26620292663574,edge1
4192.842228485441,0,58.14862251281738,edge1
14438.260397389411,0,42.083740234375,edge1
9165.007234020157,0,33.521413803100586,edge1
14791.860114020572,0,41.929006576538086,edge1
7397.993487437187,0,39.4744873046875,edge1
10671.269438394127,0,35.01439094543457,edge1
13074.456152130117,0,38.81645202636719,edge1
6550.055421342203,0,38.350820541381836,edge1
7182.221686460657,0,37.72091865539551,edge1
13749.251592607568,0,36.5605354309082,edge1
15801.725757665215,0,45.38846015930176,edge1
6221.1197582584155,0,38.69271278381348,edge1
24177.751617376038,0,34.7747802734375,edge1
12144.04407121636,0,43.976783752441406,edge1
10578.35756956437,0,42.771100997924805,edge1
9272.397953879314,0,35.286664962768555,edge1
24274.85139742461,0,44.677019119262695,edge1
15523.621068474682,0,30.76910972595215,edge1
10829.271207446176,0,42.13690757751465,edge1
14800.555173977664,0,44.91615295410156,edge1
19472.29218917415,0,50.99225044250488,edge1
10493.964493601221,0,35.95590591430664,edge1
10740.012125318912,0,37.380218505859375,edge1
11269.957237316354,0,52.27065086364746,edge1
5152.554042724134,0,36.797285079956055,edge1
17738.70189389182,0,39.55960273742676,edge1
8308.032479650887,0,40.210723876953125,edge1
7673.835139103821,0,30.38167953491211,edge1
17413.19930364259,0,30.573129653930664,edge1
13949.118339465016,0,35.61687469482422,edge1
12665.081842512005,0,35.69436073303223,edge1
10634.485795361154,0,41.425228118896484,edge1
15517.980313076405,0,33.24556350708008,edge1
9592.445269152062,0,33.670663833618164,edge1
6996.233064150494,0,36.03196144104004,edge1
14781.741970990943,0,39.910316467285156,edge1
5791.456710197184,0,60.105085372924805,edge1
5081.451294267719,0,47.847747802734375,edge1
25980.354384697945,0,36.209821701049805,edge1
8115.77726163166,0,28.809070587158203,edge1
21310.32070087515,0,40.265560150146484,edge1
17372.055307600345,0,29.117107391357422,edge1
10379.038056946662,0,31.525850296020508,edge1
12356.090942073222,0,41.63193702697754,edge1
11738.026846321809,0,42.693376541137695,edge1
13883.102094286567,0,30.354022979736328,edge1
12549.067858572724,0,44.73447799682617,edge1
12122.465933620779,0,34.55996513366699,edge1
10154.926024019309,0,32.79590606689453,edge1
11512.924870097024,0,33.3704948425293,edge1
12189.438398439728,0,31.783580780029297,edge1
12859.925884098853,0,31.103134155273438,edge1
14545.681629850103,0,33.162832260131836,edge1
7647.250924681774,0,28.226613998413086,edge1
13307.308574469764,0,33.24007987976074,edge1
9553.108300078697,0,29.387712478637695,edge1
9574.143046797923,0,27.597665786743164,edge1
22141.969223252334,0,34.74307060241699,edge1
16828.400490394448,0,28.68056297302246,edge1
21282.643108628177,0,43.018341064453125,edge1
18925.88116098155,0,38.7570858001709,edge1
10389.911362015595,0,41.977643966674805,edge1
10558.181643317776,0,34.789323806762695,edge1
8729.80423842789,0,32.866716384887695,edge1
5789.148203907562,0,30.971050262451172,edge1
13399.608815633532,0,39.9928092956543,edge1
11052.381857528675,0,35.4001522064209,edge1
9323.219884000184,0,31.093120574951172,edge1
7080.0407665009225,0,38.11955451965332,edge1
9306.693247564075,0,23.17214012145996,edge1
5113.5004405371765,0,29.506206512451172,edge1
7011.007400507553,0,41.05544090270996,edge1
20369.797084998405,0,45.61734199523926,edge1
3657.750779494259,0,79.09560203552246,edge1
6338.313087898378,0,42.04273223876953,edge1
7423.6863652544935,0,29.950618743896484,edge1
13284.95778699433,0,31.996488571166992,edge1
14067.418374413288,0,29.51216697692871,edge1
13120.203430112071,0,41.73898696899414,edge1
11267.18530405945,0,39.397239685058594,edge1
8934.085734877588,0,50.45485496520996,edge1
13435.15619024684,0,38.01727294921875,edge1
10910.86418692355,0,30.24435043334961,edge1
8083.380644317252,0,27.99224853515625,edge1
16124.773991049682,0,33.67042541503906,edge1
5477.695441421464,0,33.545494079589844,edge1
6702.544771375235,0,51.98025703430176,edge1
6090.670864542249,0,43.34235191345215,edge1
13444.989556557732,0,34.73353385925293,edge1
9220.707030512716,0,32.38797187805176,edge1
9632.594570870924,0,30.41672706604004,edge1
9786.407235343242,0,40.825605392456055,edge1
7962.540687350897,0,36.47780418395996,edge1
9747.770489920671,0,27.770042419433594,edge1
2586.896051009564,0,28.717041015625,edge1
7657.522444326155,0,39.41535949707031,edge1
13415.070069370138,0,34.13534164428711,edge1
12133.232466475416,0,32.16290473937988,edge1
5781.620400870774,0,36.360740661621094,edge1
7141.149203447685,0,30.593395233154297,edge1
17277.05737240772,0,38.18011283874512,edge1
9658.639655024586,0,30.254364013671875,edge1
18161.50904660871,0,33.86855125427246,edge1
6192.711315853535,0,39.7641658782959,edge1
12046.728179231884,0,33.40458869934082,edge1
16297.33847194834,0,30.274391174316406,edge1
9833.552966354302,0,27.14705467224121,edge1
17283.04575412355,0,31.496763229370117,edge1
3893.5664658285928,0,40.32087326049805,edge1
18817.465242690618,0,31.27264976501465,edge1
11173.200801840636,0,36.06128692626953,edge1
21991.80923521768,0,33.57577323913574,edge1
11293.767595519377,0,30.37285804748535,edge1
4271.806566788455,0,27.27651596069336,edge1
8395.210833500218,0,44.52633857727051,edge1
