UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,32.11,3944.53,20.78,0.00,2.51,650
UE2,49.89,484.34,16.15,-0.11,2.35,9
UE3,18.13,2496.59,31.30,-0.01,1.78,304
UE4,18.50,155.58,24.37,-0.17,1.00,6
UE5,12.13,1404.95,45.21,-0.01,1.12,118
UE6,7.53,1214.01,50.96,0.01,1.01,188
UE7,26.40,3726.56,47.72,0.08,1.92,314
UE8,15.61,2590.87,52.24,0.01,1.64,267
OVERALL,22.54,2002.18,36.09,-0.02,1.67,1856
