UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge1,1632.44,274.27,0.00,240
UE2,edge2,2951.99,161.04,0.00,240
UE3,edge3,969.32,528.74,0.00,240
UE4,edge2,2150.34,217.03,0.00,240
UE5,edge2,2931.49,162.67,0.00,240
UE6,edge1,1567.87,285.98,0.00,240
UE7,edge2,2245.04,207.96,0.00,240
UE8,edge1,1917.21,240.73,0.00,240
UE9,edge2,2402.51,197.50,0.00,240
UE10,edge3,1081.11,464.27,0.00,240
UE11,edge2,3522.80,129.51,0.00,240
OVERALL,,2124.74,260.88,0.00,2640
