UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge1,8670.00,56.78,0.00,60
UE2,edge1,7515.71,64.67,0.00,60
UE3,edge1,9307.32,52.24,0.00,60
OVERALL,,8497.67,57.90,0.00,180
