UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,29.01,2224.76,12.42,0.00,2.23,642
UE2,54.33,1380.91,7.81,0.00,2.99,9
UE3,19.08,1614.64,19.00,0.00,1.78,304
UE4,23.33,177.05,25.85,0.00,1.13,6
UE5,10.81,724.14,34.24,0.00,1.07,118
UE6,5.56,431.93,52.30,0.00,1.00,188
UE7,10.88,1044.59,44.06,0.00,1.24,307
UE8,8.65,729.96,45.40,0.00,1.07,257
UE9,50.12,4126.47,27.81,0.00,3.24,536
OVERALL,23.53,1383.83,29.88,0.00,1.75,2367
