UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge1,1885.78,242.49,0.00,240
UE2,edge2,2958.47,162.16,0.00,240
UE3,edge3,1968.96,272.28,0.00,240
UE4,edge2,3158.73,143.21,0.00,240
UE5,edge1,1874.20,245.15,0.00,240
UE6,edge1,2381.87,196.32,0.00,240
UE7,edge1,2237.16,203.92,0.00,240
UE8,edge1,1757.86,253.64,0.00,240
UE9,edge1,2513.12,191.86,0.00,240
UE10,edge2,2360.28,211.79,0.00,240
UE11,edge2,3385.16,134.16,0.00,240
UE12,edge1,2074.23,218.12,0.00,240
UE13,edge1,1957.22,233.57,0.00,240
UE14,edge1,1927.87,234.72,0.00,240
UE15,edge3,1119.52,445.17,0.00,240
UE16,edge3,1816.56,322.47,0.00,240
UE17,edge1,2005.98,227.55,0.00,240
UE18,edge1,2214.11,204.48,0.00,240
OVERALL,,2199.84,230.17,0.00,4320
