UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,59.71,8515.47,105.30,0.35,3.59,264
UE2,39.12,5685.45,66.43,-0.01,2.62,239
UE3,59.83,7261.97,14.49,0.02,3.64,241
UE4,41.65,6039.87,64.62,0.13,2.68,242
UE5,41.31,6270.67,70.52,-0.04,2.56,237
UE6,59.85,8638.19,113.58,0.07,3.63,243
UE7,59.84,8621.83,95.14,2.12,3.65,243
OVERALL,51.78,7313.65,76.21,0.38,3.20,1709
