UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,46.50,3516.00,5.34,0.00,3.15,244
UE2,33.77,2756.27,13.85,0.00,2.58,243
UE3,32.77,2829.01,21.40,0.00,2.52,244
UE4,29.73,3197.11,24.17,0.00,2.42,242
UE5,60.00,4343.46,8.82,0.00,3.84,244
UE6,28.38,2334.13,24.07,0.00,2.32,244
UE7,30.11,3001.74,28.05,0.00,2.41,239
OVERALL,37.35,3140.24,17.92,0.00,2.75,1700
