UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,58.78,8649.03,113.95,0.12,3.60,243
UE2,43.26,6021.15,57.68,0.04,2.83,242
UE3,57.90,7064.62,18.43,0.01,3.58,242
UE4,44.47,7026.51,72.31,0.14,2.86,228
UE5,58.52,8657.84,121.37,2.11,3.58,241
UE6,47.24,6840.45,78.95,0.07,2.92,217
UE7,58.42,8642.76,117.30,0.11,3.58,242
OVERALL,52.81,7572.80,83.00,0.38,3.28,1655
