UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge1,7818.21,81.73,0.00,240
UE2,edge2,5099.35,141.57,0.00,240
UE3,edge3,2235.19,206.28,0.00,240
UE4,edge1,6073.16,108.59,0.00,240
UE5,edge1,7732.37,82.84,0.00,240
UE6,edge1,11688.61,37.11,0.00,240
UE7,edge1,5179.26,146.04,0.00,240
UE8,edge2,2889.87,235.13,0.00,240
UE9,edge2,5206.53,131.26,0.00,240
UE10,edge1,4318.04,130.13,0.00,240
UE11,edge1,5147.71,145.40,0.00,240
UE12,edge1,5565.09,118.90,0.00,240
UE13,edge1,6599.70,92.50,0.00,240
UE14,edge1,4974.33,145.60,0.00,240
UE15,edge1,7505.27,75.42,0.00,240
UE16,edge2,3065.15,204.92,0.00,240
UE17,edge2,2779.77,213.94,0.00,240
UE18,edge2,6290.31,151.29,0.00,240
UE19,edge1,7946.15,71.20,0.00,240
UE20,edge3,2412.17,196.95,0.00,240
OVERALL,,5526.31,135.84,0.00,4800
