UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,35.82,4786.56,17.30,0.00,2.83,244
UE2,59.89,7947.46,55.74,0.03,4.10,244
UE3,58.96,8622.85,103.91,0.11,4.06,244
UE4,24.93,3574.79,34.35,0.00,2.36,244
UE5,57.24,7965.08,59.15,0.00,4.02,241
UE6,59.63,8649.70,108.45,0.05,4.07,243
UE7,43.35,6296.04,41.54,0.01,2.95,241
OVERALL,48.53,6832.53,60.07,0.03,3.48,1701
