UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,28.02,2612.53,20.07,0.00,2.24,679
UE2,25.20,2187.31,32.50,0.00,2.10,573
UE3,8.69,766.69,37.26,0.00,1.05,211
UE4,7.24,365.36,41.98,0.00,1.00,78
UE5,7.93,722.96,37.28,0.00,1.04,99
OVERALL,22.35,2005.54,28.71,0.00,1.49,1640
