UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,28.88,3671.58,23.43,0.02,2.35,651
UE2,51.00,1084.76,18.63,-0.22,2.83,9
UE3,19.50,2704.30,30.35,-0.01,1.88,304
UE4,15.50,119.55,29.39,0.00,1.00,6
UE5,10.48,1115.29,46.00,-0.02,1.10,118
UE6,6.25,799.57,59.10,-0.01,1.00,186
UE7,10.84,1571.19,60.60,0.02,1.30,317
UE8,7.67,1159.27,61.81,0.00,1.08,268
UE9,54.03,6977.15,37.96,0.00,3.53,539
OVERALL,22.68,2133.63,40.81,-0.02,1.79,2398
