UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,47.06,5993.07,15.29,0.00,3.44,244
UE2,31.64,4764.57,58.04,0.05,2.66,244
UE3,29.53,4833.09,69.36,0.10,2.54,237
UE4,35.58,6076.84,71.67,0.10,2.60,240
UE5,59.65,8628.17,99.81,0.11,4.08,244
UE6,29.63,3983.42,33.73,0.00,2.68,243
UE7,33.90,5103.35,33.61,0.00,2.69,244
OVERALL,38.19,5629.25,54.41,0.05,2.96,1696
