bitrate,packetlost,rtt,server
617.3875650969262,0,814.2049312591553,edge1
1038.857568100585,0,690.3891563415527,edge1
602.7703889024546,0,399.34277534484863,edge1
1749.6394962464171,0,480.5424213409424,edge1
1376.726501404081,0,387.91728019714355,edge1
2100.0715509883385,0,215.44408798217773,edge1
1228.9632579524603,0,266.2341594696045,edge1
2083.4958012635157,0,520.5328464508057,edge1
1673.3802172971004,0,285.43901443481445,edge1
1375.2474495650956,0,331.803560256958,edge1
2093.816553103359,0,317.49868392944336,edge1
3066.0510797124975,0,323.8484859466553,edge1
1147.5820174915107,0,328.7956714630127,edge1
1653.20178082875,0,242.84029006958008,edge1
1988.8885573170605,0,296.189546585083,edge1
881.9351450983089,0,214.9817943572998,edge1
1828.9099914149863,0,383.69083404541016,edge1
1555.0965453005813,0,214.82396125793457,edge1
847.5631325788667,0,275.07567405700684,edge1
2429.765044177511,0,219.10595893859863,edge1
1478.6681898014706,0,335.9942436218262,edge1
1886.9755663910034,0,239.57490921020508,edge1
1211.9606706751786,0,363.49034309387207,edge1
1821.507666420023,0,283.22911262512207,edge1
1515.6167195697583,0,213.1040096282959,edge1
1246.894016505223,0,202.17275619506836,edge1
2525.2246245449674,0,233.62040519714355,edge1
1520.053435568336,0,229.0024757385254,edge1
1045.9679203584935,0,232.4507236480713,edge1
2692.3873269997757,0,349.4088649749756,edge1
907.1760349230576,0,257.73167610168457,edge1
2324.042682322948,0,369.2152500152588,edge1
1977.6059575727863,0,255.77592849731445,edge1
906.0969796974724,0,361.1180782318115,edge1
3191.4413988725732,0,161.18359565734863,edge1
1878.7813799704318,0,266.7346000671387,edge1
1840.5212150701893,0,228.96122932434082,edge1
1681.9845674988553,0,333.7581157684326,edge1
1324.1061850284793,0,316.4036273956299,edge1
1495.3262768824973,0,222.72062301635742,edge1
1931.7436354926645,0,198.8835334777832,edge1
1714.7153768593087,0,225.94070434570312,edge1
1784.1200723323611,0,224.19118881225586,edge1
1825.3573711944123,0,264.2638683319092,edge1
932.0234180263909,0,231.5993309020996,edge1
1685.9099657909492,0,262.3722553253174,edge1
1162.940087597354,0,241.4088249206543,edge1
1151.703368635023,0,229.42018508911133,edge1
2264.4816135074684,0,339.71571922302246,edge1
1603.6906911886915,0,300.9607791900635,edge1
3887.973583903272,0,235.48102378845215,edge1
2956.272710249805,0,248.12054634094238,edge1
1755.5067322068967,0,248.4433650970459,edge1
1422.2145619241305,0,258.2676410675049,edge1
1345.5417910224144,0,213.23752403259277,edge1
724.4849803652954,0,247.4806308746338,edge1
1603.4862157084317,0,334.2018127441406,edge1
1555.5239017080894,0,251.5268325805664,edge1
1575.3087097009075,0,184.0198040008545,edge1
1555.8363748656502,0,173.46811294555664,edge1
1054.8885238342923,0,204.43487167358398,edge1
631.1917019447319,0,239.03989791870117,edge1
1000.1586147260741,0,287.7943515777588,edge1
3354.519026427047,0,277.0042419433594,edge1
3243.6240937699645,0,89.19405937194824,edge1
1027.1016056886288,0,259.4485282897949,edge1
2280.82853419488,0,97.48387336730957,edge1
1974.1266867982692,0,215.32154083251953,edge1
1667.3023658302582,0,249.00102615356445,edge1
3909.2869265526338,0,140.08283615112305,edge1
2522.7087901359023,0,175.96006393432617,edge1
2062.7017940045366,0,218.53280067443848,edge1
2398.220815847862,0,212.97788619995117,edge1
1476.7057502219188,0,223.4649658203125,edge1
1161.330908855964,0,194.8385238647461,edge1
2429.962227587031,0,223.43063354492188,edge1
706.9893816602026,0,259.90772247314453,edge1
1462.1435568629806,0,238.2802963256836,edge1
1232.8929989466346,0,214.11752700805664,edge1
1579.446549265314,0,295.6681251525879,edge1
1467.0627127942412,0,203.56321334838867,edge1
1399.6730227462988,0,209.32888984680176,edge1
1309.713217952666,0,305.056095123291,edge1
1197.6692354587574,0,242.51770973205566,edge1
1499.5084526492765,0,180.52315711975098,edge1
412.6103980115446,0,180.04393577575684,edge1
1448.8767945796233,0,208.31584930419922,edge1
2686.0645264811055,0,170.48287391662598,edge1
1480.1310797422407,0,263.6523246765137,edge1
1183.9851812360268,0,177.55627632141113,edge1
1244.2265062188378,0,175.58860778808594,edge1
2838.1702745404577,0,232.41734504699707,edge1
1502.7663837192906,0,194.45204734802246,edge1
2709.6409712697096,0,227.0057201385498,edge1
798.3419812418357,0,308.44926834106445,edge1
1620.7588630513983,0,248.28863143920898,edge1
2506.1472310643494,0,196.87271118164062,edge1
1232.7696649292825,0,216.54653549194336,edge1
2142.2109975793287,0,254.11128997802734,edge1
649.5268892492593,0,241.70207977294922,edge1
2624.0184381616577,0,224.26366806030273,edge1
1775.6120643813035,0,226.91893577575684,edge1
2733.038105984366,0,270.1725959777832,edge1
1111.268370470437,0,308.67791175842285,edge1
674.6562351411308,0,172.71018028259277,edge1
1106.4518423395575,0,337.8438949584961,edge1
1812.4217228664656,0,242.95449256896973,edge1
951.9834869794855,0,294.04711723327637,edge1
4466.073076464102,0,292.5755977630615,edge1
1097.2200194028649,0,328.57584953308105,edge1
1544.4424244212082,0,250.22363662719727,edge1
1126.5210821253543,0,258.27479362487793,edge1
1239.3953988633987,0,266.7365074157715,edge1
3062.7982202269554,0,239.62140083312988,edge1
596.6714916198554,0,420.6535816192627,edge1
2237.874113151604,0,205.85250854492188,edge1
2781.449894898315,0,246.19102478027344,edge1
1618.8174451336238,0,387.8436088562012,edge1
1848.4325994304952,0,224.22456741333008,edge1
904.7518886203175,0,269.47498321533203,edge1
3033.7141984506015,0,200.2878189086914,edge1
1356.69275849413,0,226.45068168640137,edge1
2451.733655820196,0,252.96711921691895,edge1
1127.148350857045,0,259.08923149108887,edge1
1168.683808970984,0,319.7169303894043,edge1
1780.1434042555327,0,285.0916385650635,edge1
887.4493589716593,0,283.05840492248535,edge1
1762.379843322761,0,153.72395515441895,edge1
2919.1279894997424,0,172.20211029052734,edge1
3454.2086308242406,0,207.63540267944336,edge1
857.7692685974603,0,280.625581741333,edge1
1659.270178384935,0,506.7143440246582,edge1
1655.4369199202135,0,322.60727882385254,edge1
1757.6154725665551,0,257.42149353027344,edge1
1134.9498037225658,0,288.2876396179199,edge1
2502.5720503722905,0,433.3653450012207,edge1
1830.474189806765,0,260.9422206878662,edge1
1528.3498461182187,0,298.565149307251,edge1
2732.971712081486,0,243.24584007263184,edge1
2440.719553559069,0,406.82101249694824,edge1
1041.2992960909367,0,362.35499382019043,edge1
