UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,57.67,8634.38,97.59,0.21,4.04,243
UE2,57.55,7937.06,63.35,0.10,4.03,242
UE3,42.40,5658.26,20.41,0.05,3.27,242
UE4,57.95,7949.26,64.89,0.10,4.04,242
UE5,56.95,8650.02,106.51,0.19,4.01,241
UE6,57.51,8655.19,118.73,0.27,4.01,241
UE7,44.01,6342.33,37.24,0.05,3.12,238
OVERALL,53.46,7692.11,72.73,0.14,3.79,1689
