UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,49.35,3656.43,5.45,0.05,3.38,651
UE2,60.11,2195.12,5.50,0.00,2.96,9
UE3,59.97,4345.66,6.42,0.00,3.85,304
UE4,53.00,582.16,5.89,0.00,2.59,6
UE5,59.95,4672.72,6.61,0.00,3.87,118
UE6,59.98,4586.36,10.67,0.00,3.87,188
UE7,36.26,3227.89,17.79,0.00,2.82,316
UE8,59.97,4262.58,11.56,0.00,3.83,269
UE9,59.96,4275.71,8.02,0.00,3.82,539
OVERALL,55.39,3533.85,8.66,0.01,3.44,2400
