UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,56.13,6727.01,13.26,-0.00,3.95,651
UE2,60.56,3487.65,57.89,5.33,3.19,9
UE3,59.84,8602.94,95.77,0.05,4.10,304
UE4,60.33,605.68,15.79,-0.33,2.79,6
UE5,59.67,8621.18,51.85,0.14,4.13,118
UE6,59.82,9105.55,89.69,0.21,4.13,188
UE7,57.12,7215.59,21.58,0.00,3.84,317
UE8,59.93,7748.27,58.47,0.06,4.08,269
OVERALL,59.18,6514.24,50.54,0.68,3.78,1862
