UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,59.91,7835.82,53.04,0.10,4.09,651
UE2,60.67,3367.17,76.15,18.56,3.20,9
UE3,59.80,7848.90,56.87,1.43,4.08,304
UE4,39.17,490.85,69.95,-0.33,1.98,6
UE5,53.33,7025.00,15.61,0.00,3.85,118
UE6,58.56,7769.28,21.04,-0.01,4.02,186
UE7,59.63,8470.86,97.84,0.02,4.06,317
UE8,59.93,7836.25,59.07,0.03,4.09,269
OVERALL,56.37,6330.51,56.20,2.48,3.67,1860
