UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,28.38,2679.67,20.63,0.00,2.21,682
UE2,28.28,2312.84,31.60,0.00,2.29,569
UE3,10.74,884.76,36.86,0.00,1.20,212
UE4,7.27,359.71,47.33,0.00,1.00,78
UE5,8.11,765.67,40.77,0.00,1.05,98
OVERALL,16.55,1400.53,35.44,0.00,1.55,1639
