UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge1,11187.57,43.10,0.00,240
UE2,edge2,7494.15,80.32,0.00,240
UE3,edge3,2447.52,191.57,0.00,240
UE4,edge1,9194.25,56.78,0.00,240
UE5,edge1,11124.52,43.40,0.00,240
UE6,edge1,5439.19,93.75,0.00,240
UE7,edge1,6399.95,80.49,0.00,240
UE8,edge2,6088.81,104.94,0.00,240
UE9,edge2,8287.66,60.98,0.00,240
UE10,edge1,7777.98,69.30,0.00,240
UE11,edge1,11921.23,36.86,0.00,240
UE12,edge1,9749.76,50.05,0.00,240
UE13,edge2,5564.59,115.76,0.00,240
UE14,edge1,11391.55,41.01,0.00,240
UE15,edge1,6325.27,82.78,0.00,240
UE16,edge1,8423.78,63.23,0.00,240
UE17,edge1,9644.77,56.81,0.00,240
UE18,edge2,4685.04,129.50,0.00,240
OVERALL,,7952.64,77.81,0.00,4320
