UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge3,2280.40,210.16,0.00,240
UE2,edge2,6329.80,155.40,0.00,240
UE3,edge1,6691.82,102.42,0.00,240
UE4,edge1,8560.96,65.83,0.00,240
UE5,edge1,5428.01,127.70,0.00,240
UE6,edge1,7680.44,72.96,0.00,240
UE7,edge1,5176.82,144.93,0.00,240
UE8,edge1,4529.08,151.10,0.00,240
UE9,edge1,7429.09,73.52,0.00,240
UE10,edge1,8013.12,90.25,0.00,240
UE11,edge2,4645.90,163.24,0.00,240
UE12,edge1,8186.75,63.66,0.00,240
UE13,edge1,6159.96,119.90,0.00,240
UE14,edge2,4867.70,168.23,0.00,240
UE15,edge2,2781.38,272.29,0.00,240
UE16,edge2,4908.21,164.34,0.00,240
UE17,edge2,3274.04,242.88,0.00,240
UE18,edge1,11526.40,37.80,0.00,240
UE19,edge1,8068.39,99.14,0.00,240
UE20,edge1,11301.69,42.91,0.00,240
OVERALL,,6392.00,128.43,0.00,4800
