UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge1,6476.09,106.74,0.00,240
UE2,edge2,7292.32,72.98,0.00,240
UE3,edge3,2286.85,201.92,0.00,240
UE4,edge1,7107.76,88.48,0.00,240
UE5,edge1,4852.62,128.05,0.00,240
UE6,edge1,8893.25,59.08,0.00,240
UE7,edge1,5082.81,141.07,0.00,240
UE8,edge2,7787.40,63.57,0.00,240
UE9,edge2,3878.59,169.91,0.00,240
UE10,edge1,3921.15,171.77,0.00,240
UE11,edge1,9836.09,57.95,0.00,240
UE12,edge1,8865.67,56.05,0.00,240
UE13,edge1,3708.66,158.70,0.00,240
UE14,edge1,3798.33,152.93,0.00,240
UE15,edge2,7480.80,77.08,0.00,240
UE16,edge1,7679.14,77.21,0.00,240
UE17,edge2,5387.94,115.98,0.00,240
UE18,edge1,4041.30,159.86,0.00,240
UE19,edge1,4519.47,140.92,0.00,240
UE20,edge3,2415.17,201.85,0.00,240
OVERALL,,5765.57,120.11,0.00,4800
