UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,30.32,2275.41,11.62,0.00,2.30,642
UE2,56.78,1416.47,4.01,0.00,2.84,9
UE3,22.02,1825.58,18.62,0.00,1.92,288
UE4,28.17,218.72,27.33,0.00,1.19,6
UE5,10.53,684.53,31.53,0.00,1.05,118
UE6,5.56,449.05,43.05,0.00,1.00,188
UE7,10.11,870.62,49.11,0.00,1.20,302
UE8,8.19,700.04,53.49,0.00,1.07,261
UE9,54.84,4099.17,29.95,0.00,3.29,538
OVERALL,26.99,2047.97,29.65,0.00,1.76,2352
